pitch_type,prev_vel,prev_zone,prev_type,stand,balls,strikes,runner,outs_when_up,inning,run_diff
Cutter,94,8,S,R,0,1,0,0,2,0
Slider,90.3,12,B,R,1,1,0,0,2,0
Slider,86.7,14,B,R,2,1,0,0,2,0
Slider,85.4,7,S,R,2,2,0,0,2,0
2-Seam Fastball,87.9,14,B,R,3,2,0,0,2,0
Cutter,93.3,14,B,L,0,0,1,0,2,0
2-Seam Fastball,91,2,X,R,0,0,1,0,2,0
2-Seam Fastball,93.5,14,B,R,1,0,1,0,2,0
Slider,93.5,14,B,R,2,0,1,0,2,0
Cutter,85.8,14,S,R,2,1,1,0,2,0
Slider,92.1,6,X,R,0,0,1,2,2,0
Cutter,87.8,14,S,R,0,1,1,2,2,0
Slider,92.5,12,S,R,0,2,1,2,2,0
2-Seam Fastball,87.7,14,X,L,0,0,0,0,3,0
Slider,92,7,S,L,0,1,0,0,3,0
Slider,84.7,13,B,L,1,1,0,0,3,0
Slider,85.3,7,S,L,1,2,0,0,3,0
2-Seam Fastball,84.4,13,B,L,2,2,0,0,3,0
2-Seam Fastball,92.7,11,S,R,0,0,0,1,3,0
Cutter,93.1,6,S,R,0,1,0,1,3,0
Slider,90.2,14,B,R,1,1,0,1,3,0
Slider,85.6,14,B,R,2,1,0,1,3,0
Slider,86.9,4,S,R,2,2,0,1,3,0
2-Seam Fastball,86.5,14,B,R,3,2,0,1,3,0
2-Seam Fastball,93.3,14,B,L,0,0,1,1,3,0
Slider,92.8,11,B,L,1,0,1,1,3,0
2-Seam Fastball,86.6,14,B,L,2,0,1,1,3,0
2-Seam Fastball,92.9,13,S,L,2,1,1,1,3,0
Slider,93.4,13,X,R,0,0,1,1,3,0
2-Seam Fastball,88.9,14,B,R,1,0,1,1,3,0
Cutter,92.7,7,S,R,1,1,1,1,3,0
Slider,91.8,12,S,R,1,2,1,1,3,0
Slider,89,14,B,R,2,2,1,1,3,0
Slider,89.1,14,B,R,3,2,1,1,3,0
2-Seam Fastball,89,14,B,L,0,0,1,1,3,0
2-Seam Fastball,93.3,7,S,L,0,1,1,1,3,0
2-Seam Fastball,93.4,13,B,L,1,1,1,1,3,0
2-Seam Fastball,93,13,S,L,1,2,1,1,3,0
Slider,93.3,13,S,R,0,0,1,2,3,0
2-Seam Fastball,89,14,B,R,1,0,1,2,3,0
Slider,92.6,7,S,R,1,1,1,2,3,0
Slider,86.7,1,S,R,1,2,1,2,3,0
2-Seam Fastball,88.5,14,S,L,0,0,0,0,4,0
2-Seam Fastball,91,13,B,L,1,0,0,0,4,0
2-Seam Fastball,93,11,B,L,2,0,0,0,4,0
2-Seam Fastball,92.9,11,B,L,3,0,0,0,4,0
Slider,92.9,4,X,R,0,0,0,1,4,0
Slider,86.8,2,B,R,1,0,0,1,4,0
Cutter,82.6,8,S,R,1,1,0,1,4,0
2-Seam Fastball,87.8,14,X,R,0,0,1,1,4,0
2-Seam Fastball,93.6,4,S,R,0,1,1,1,4,0
Slider,93.2,5,X,L,0,0,0,0,5,3
2-Seam Fastball,84.1,11,B,L,1,0,0,0,5,3
Slider,92.3,13,S,L,1,1,0,0,5,3
2-Seam Fastball,85.4,13,B,L,2,1,0,0,5,3
2-Seam Fastball,92.1,1,S,L,2,2,0,0,5,3
2-Seam Fastball,93.1,8,X,R,0,0,0,1,5,3
2-Seam Fastball,92.4,13,B,R,1,0,0,1,5,3
2-Seam Fastball,93,3,S,R,1,1,0,1,5,3
2-Seam Fastball,93.3,14,B,R,2,1,0,1,5,3
Slider,92.5,9,S,R,2,2,0,1,5,3
Slider,87.9,14,X,L,0,0,1,1,5,3
Cutter,87.7,13,X,R,0,0,1,2,5,3
2-Seam Fastball,90.9,11,S,R,0,1,1,2,5,3
Cutter,92.9,13,B,R,1,1,1,2,5,3
Cutter,90.8,1,S,R,1,2,1,2,5,3
Slider,90.9,12,S,R,1,2,1,2,5,3
Slider,90,14,B,R,2,2,1,2,5,3
Slider,90.7,12,X,L,0,0,0,0,6,6
Changeup,82.9,4,S,L,0,1,0,0,6,6
2-Seam Fastball,84.9,13,B,L,1,1,0,0,6,6
Slider,92.8,4,X,R,0,0,0,0,6,5
Cutter,87.7,13,B,R,1,0,0,0,6,5
2-Seam Fastball,91.4,5,X,L,0,0,0,1,6,5
2-Seam Fastball,92.6,13,B,L,1,0,0,1,6,5
Slider,92.7,13,B,L,2,0,0,1,6,5
2-Seam Fastball,85,9,S,L,2,1,0,1,6,5
Cutter,93.4,13,S,L,2,2,0,1,6,5
Slider,92.3,13,B,L,3,2,0,1,6,5
Cutter,86.1,14,B,R,0,0,1,1,6,5
Cutter,91.3,14,B,R,1,0,1,1,6,5
Slider,90.3,12,B,R,2,0,1,1,6,5
Cutter,87.9,14,B,R,3,0,1,1,6,5
Slider,90.7,14,B,R,0,0,1,1,6,5
2-Seam Fastball,87,9,S,R,0,1,1,1,6,5
2-Seam Fastball,92.5,7,X,L,0,0,0,0,7,7
2-Seam Fastball,91,13,X,R,0,0,1,0,7,7
2-Seam Fastball,92,13,B,R,1,0,1,0,7,7
2-Seam Fastball,91.8,13,S,R,1,1,1,0,7,7
Cutter,91.8,11,S,R,1,2,1,0,7,7
2-Seam Fastball,90.6,11,B,R,2,2,1,0,7,7
Cutter,92.7,4,S,R,2,2,1,0,7,7
2-Seam Fastball,91,1,B,R,3,2,1,0,7,7
Changeup,92.2,13,B,L,0,0,0,0,1,0
2-Seam Fastball,85.6,13,B,L,1,0,0,0,1,0
Curveball,91.4,11,S,L,1,1,0,0,1,0
Changeup,88.5,12,B,L,2,1,0,0,1,0
Curveball,88.5,14,B,L,0,0,0,1,1,0
Changeup,76.9,2,S,L,0,1,0,1,1,0
2-Seam Fastball,89.3,14,X,R,0,0,0,2,1,0
Slider,92.4,4,S,R,0,1,0,2,1,0
Slider,85.4,14,S,R,0,2,0,2,1,0
Slider,87.5,14,B,R,1,2,0,2,1,0
Slider,86.8,14,B,R,2,2,0,2,1,0
2-Seam Fastball,87.4,14,B,R,3,2,0,2,1,0
Cutter,91.9,14,X,L,0,0,0,0,2,0
2-Seam Fastball,88.6,11,B,L,1,0,0,0,2,0
Changeup,91.2,8,S,L,1,1,0,0,2,0
Cutter,83.9,14,S,L,1,2,0,0,2,0
Slider,90.8,11,B,L,2,2,0,0,2,0
Slider,84.9,13,X,R,0,0,0,1,2,0
Cutter,84.9,14,S,R,0,1,0,1,2,0
Slider,89.7,3,S,R,0,2,0,1,2,0
2-Seam Fastball,85.6,14,X,R,0,0,1,1,2,0
2-Seam Fastball,91.5,4,S,R,0,1,1,1,2,0
Slider,91.1,4,S,R,0,2,1,1,2,0
2-Seam Fastball,87.3,14,X,R,0,0,1,2,2,0
Cutter,92.3,8,S,R,0,1,1,2,2,0
Slider,90.3,11,B,R,1,1,1,2,2,0
2-Seam Fastball,86.2,14,B,R,2,1,1,2,2,0
2-Seam Fastball,91.7,1,X,L,0,0,1,2,2,0
Cutter,92.9,5,S,L,0,1,1,2,2,0
Slider,90.1,3,S,L,0,2,1,2,2,0
Slider,85.3,13,B,L,1,2,1,2,2,0
2-Seam Fastball,86.4,14,B,L,2,2,1,2,2,0
2-Seam Fastball,92.2,13,B,L,3,2,1,2,2,0
2-Seam Fastball,92.4,7,X,R,0,0,0,0,3,1
Slider,91,11,B,R,1,0,0,0,3,1
2-Seam Fastball,83.1,11,B,R,2,0,0,0,3,1
2-Seam Fastball,90.8,7,S,R,2,1,0,0,3,1
Cutter,91.5,5,X,L,0,0,0,1,3,1
Changeup,90,4,S,L,0,1,0,1,3,1
Changeup,85.5,7,X,L,0,0,0,2,3,1
2-Seam Fastball,86.1,14,B,L,1,0,0,2,3,1
Cutter,93,13,S,L,1,1,0,2,3,1
Slider,91,2,S,L,1,2,0,2,3,1
Cutter,82.8,9,S,L,1,2,0,2,3,1
Slider,91.5,11,B,L,2,2,0,2,3,1
Changeup,85.8,4,S,L,2,2,0,2,3,1
Cutter,85.4,14,S,R,0,0,0,0,4,1
2-Seam Fastball,91,6,S,R,0,1,0,0,4,1
Slider,92.2,13,B,R,1,1,0,0,4,1
Slider,86,9,S,R,1,2,0,0,4,1
Cutter,86.1,14,B,R,2,2,0,0,4,1
Slider,90.7,3,X,L,0,0,0,1,4,1
Slider,86.8,5,S,L,0,1,0,1,4,1
Cutter,83,11,B,L,1,1,0,1,4,1
2-Seam Fastball,91.8,8,X,R,0,0,0,2,4,1
Cutter,93.5,9,S,R,0,1,0,2,4,1
Cutter,91.1,14,B,R,1,1,0,2,4,1
Slider,91.7,14,B,R,2,1,0,2,4,1
Slider,85,14,S,R,2,2,0,2,4,1
Slider,86.7,14,B,R,3,2,0,2,4,1
Slider,87.4,14,S,R,0,0,0,0,5,3
2-Seam Fastball,83.3,5,S,R,0,1,0,0,5,3
2-Seam Fastball,91.1,13,B,R,1,1,0,0,5,3
Slider,91.5,11,B,R,2,1,0,0,5,3
2-Seam Fastball,85.4,9,X,R,0,0,0,0,5,2
Cutter,91.7,13,S,R,0,1,0,0,5,2
2-Seam Fastball,90,14,B,R,1,1,0,0,5,2
Slider,92.3,4,S,R,1,2,0,0,5,2
Cutter,88.5,14,B,R,2,2,0,0,5,2
2-Seam Fastball,90,12,B,R,3,2,0,0,5,2
2-Seam Fastball,91.7,2,X,L,0,0,0,1,5,2
Cutter,92.7,13,B,L,1,0,0,1,5,2
2-Seam Fastball,89.9,14,B,L,2,0,0,1,5,2
2-Seam Fastball,92.6,8,S,L,2,1,0,1,5,2
2-Seam Fastball,92,4,S,L,2,2,0,1,5,2
2-Seam Fastball,93.4,14,B,L,3,2,0,1,5,2
Cutter,91.5,7,X,R,0,0,0,2,5,2
2-Seam Fastball,90.2,14,X,L,0,0,1,2,5,2
Cutter,90.9,13,B,L,1,0,1,2,5,2
Slider,90.4,3,S,L,1,1,1,2,5,2
Slider,85.2,7,S,L,1,2,1,2,5,2
4-Seam Fastball,86.4,14,B,L,2,2,1,2,5,2
Changeup,90.2,1,S,L,2,2,1,2,5,2
Cutter,86.5,13,S,L,2,2,1,2,5,2
Cutter,91.5,14,B,L,3,2,1,2,5,2
2-Seam Fastball,90.6,12,B,L,0,0,1,2,5,2
Cutter,92.2,13,B,L,1,0,1,2,5,2
2-Seam Fastball,91.4,14,S,L,1,1,1,2,5,2
2-Seam Fastball,90.5,4,X,L,0,0,0,0,1,0
2-Seam Fastball,93.2,11,B,L,1,0,0,0,1,0
Cutter,91.8,4,S,L,1,1,0,0,1,0
Slider,90.4,3,S,L,1,2,0,0,1,0
Cutter,83.6,14,B,L,2,2,0,0,1,0
2-Seam Fastball,91,8,X,R,0,0,0,1,1,0
2-Seam Fastball,94,7,B,R,1,0,0,1,1,0
Slider,94.2,4,X,L,0,0,1,1,1,0
2-Seam Fastball,85.9,11,B,L,1,0,1,1,1,0
2-Seam Fastball,92.5,11,B,L,2,0,1,1,1,0
2-Seam Fastball,92.8,7,S,L,2,1,1,1,1,0
2-Seam Fastball,93.2,7,S,L,2,2,1,1,1,0
2-Seam Fastball,94.7,4,S,L,2,2,1,1,1,0
2-Seam Fastball,93.7,13,B,L,3,2,1,1,1,0
Cutter,94.3,13,S,L,3,2,1,1,1,0
2-Seam Fastball,92.4,14,S,L,3,2,1,1,1,0
2-Seam Fastball,94.7,8,X,R,0,0,1,1,1,0
Cutter,93.8,7,S,R,0,1,1,1,1,0
Cutter,92.5,14,S,R,0,2,1,1,1,0
Slider,93.3,11,B,R,1,2,1,1,1,0
2-Seam Fastball,87.1,14,X,L,0,0,1,1,1,-1
Cutter,93.7,5,S,L,0,1,1,1,1,-1
Cutter,91,14,S,L,0,2,1,1,1,-1
2-Seam Fastball,91.8,6,S,L,0,2,1,1,1,-1
2-Seam Fastball,92.8,11,B,L,1,2,1,1,1,-1
Cutter,92.8,4,S,L,1,2,1,1,1,-1
2-Seam Fastball,90.7,2,X,R,0,0,1,1,1,-3
2-Seam Fastball,92.6,13,B,R,1,0,1,1,1,-3
2-Seam Fastball,92.8,1,X,R,0,0,1,2,1,-3
2-Seam Fastball,91.9,11,B,R,1,0,1,2,1,-3
2-Seam Fastball,92.8,4,X,L,0,0,0,0,2,-3
Changeup,92.3,7,S,L,0,1,0,0,2,-3
Cutter,86,1,S,L,0,2,0,0,2,-3
2-Seam Fastball,91.8,11,B,L,1,2,0,0,2,-3
2-Seam Fastball,93.1,11,B,L,2,2,0,0,2,-3
Cutter,93,11,S,L,2,2,0,0,2,-3
2-Seam Fastball,91.8,13,X,R,0,0,1,0,2,-3
Slider,90.8,11,X,L,0,0,1,1,2,-3
Cutter,82.7,4,X,R,0,0,0,0,3,-3
2-Seam Fastball,91.1,14,S,R,0,1,0,0,3,-3
Slider,93.6,5,X,L,0,0,0,1,3,-3
Slider,81.3,11,B,L,1,0,0,1,3,-3
Cutter,83.4,4,X,R,0,0,1,1,3,-3
2-Seam Fastball,92.4,14,B,R,1,0,1,1,3,-3
2-Seam Fastball,93.5,13,S,R,1,1,1,1,3,-3
2-Seam Fastball,93.3,7,S,R,1,2,1,1,3,-3
Changeup,93.4,1,S,R,1,2,1,1,3,-3
Cutter,87.5,14,B,R,2,2,1,1,3,-3
2-Seam Fastball,92.5,14,S,R,2,2,1,1,3,-3
2-Seam Fastball,92.9,11,X,L,0,0,1,2,3,-3
2-Seam Fastball,93.5,1,S,L,0,1,1,2,3,-3
Cutter,93.7,13,B,L,1,1,1,2,3,-3
Changeup,91.6,14,S,L,1,2,1,2,3,-3
Slider,86.4,13,X,R,0,0,0,0,4,-3
2-Seam Fastball,81.5,5,S,R,0,1,0,0,4,-3
Cutter,92.2,8,S,R,0,2,0,0,4,-3
Slider,91.4,11,B,R,1,2,0,0,4,-3
2-Seam Fastball,84.7,3,S,R,1,2,0,0,4,-3
Cutter,93.6,6,S,R,0,0,0,1,4,-3
Changeup,91.7,3,S,R,0,1,0,1,4,-3
2-Seam Fastball,88.6,14,B,R,1,1,0,1,4,-3
Slider,93.7,7,X,L,0,0,0,2,4,-3
Changeup,83.5,13,S,L,0,1,0,2,4,-3
2-Seam Fastball,88.4,13,B,L,1,1,0,2,4,-3
2-Seam Fastball,93.6,7,X,R,0,0,0,0,5,-3
2-Seam Fastball,93.1,2,B,R,1,0,0,0,5,-3
2-Seam Fastball,91.1,1,B,R,2,0,0,0,5,-3
2-Seam Fastball,92,5,S,R,2,1,0,0,5,-3
2-Seam Fastball,90.6,8,S,R,2,2,0,0,5,-3
2-Seam Fastball,93.2,2,S,L,0,0,0,1,5,-3
Cutter,94,5,X,R,0,0,0,1,5,-4
2-Seam Fastball,91.1,6,S,R,0,1,0,1,5,-4
2-Seam Fastball,93.3,13,B,R,1,1,0,1,5,-4
2-Seam Fastball,92.8,13,B,R,2,1,0,1,5,-4
2-Seam Fastball,92.7,8,X,L,0,0,0,2,5,-4
Changeup,94.4,5,S,L,0,1,0,2,5,-4
Changeup,88.9,13,B,L,1,1,0,2,5,-4
2-Seam Fastball,85.7,14,X,R,0,0,0,0,6,-4
Changeup,93,4,S,R,0,1,0,0,6,-4
Cutter,87.2,14,B,R,1,1,0,0,6,-4
2-Seam Fastball,91.7,12,X,L,0,0,0,1,6,-4
Changeup,93.4,11,S,L,0,1,0,1,6,-4
Cutter,88.8,13,B,L,1,1,0,1,6,-4
Changeup,91.3,5,S,L,1,2,0,1,6,-4
Cutter,87.6,13,B,L,2,2,0,1,6,-4
2-Seam Fastball,92,3,X,R,0,0,0,2,6,-4
Slider,93.9,4,X,R,0,0,0,0,7,-4
2-Seam Fastball,84,5,S,R,0,1,0,0,7,-4
Cutter,92.6,8,X,L,0,0,0,1,7,-4
Cutter,92.3,11,X,R,0,0,0,2,7,-4
2-Seam Fastball,91.9,2,B,R,1,0,0,2,7,-4
2-Seam Fastball,93.4,1,B,R,2,0,0,2,7,-4
2-Seam Fastball,92.1,13,B,R,3,0,0,2,7,-4
2-Seam Fastball,92.6,5,X,L,0,0,0,0,1,0
2-Seam Fastball,93.3,13,B,L,1,0,0,0,1,0
2-Seam Fastball,92.8,5,X,L,0,0,0,1,1,0
Cutter,93.9,8,S,L,0,1,0,1,1,0
2-Seam Fastball,90.7,6,X,L,0,0,0,2,1,0
Cutter,93.6,7,S,L,0,1,0,2,1,0
2-Seam Fastball,92.5,12,B,L,1,1,0,2,1,0
2-Seam Fastball,93.7,13,X,L,0,0,0,0,2,0
2-Seam Fastball,92.9,11,B,L,1,0,0,0,2,0
Slider,92.6,7,S,L,1,1,0,0,2,0
2-Seam Fastball,85.7,7,X,R,0,0,1,0,2,0
Cutter,93.5,13,B,R,1,0,1,0,2,0
2-Seam Fastball,91.7,14,S,R,1,1,1,0,2,0
Slider,92.7,7,S,R,1,2,1,0,2,0
2-Seam Fastball,88,9,X,R,0,0,1,1,2,0
2-Seam Fastball,93.1,13,S,R,0,1,1,1,2,0
Slider,92.6,11,S,R,0,2,1,1,2,0
Cutter,87.2,14,B,R,1,2,1,1,2,0
Slider,91.6,3,S,R,1,2,1,1,2,0
2-Seam Fastball,86.8,14,B,R,2,2,1,1,2,0
Slider,93,11,B,R,3,2,1,1,2,0
2-Seam Fastball,86.7,4,S,R,0,0,0,0,3,0
2-Seam Fastball,92,11,B,R,1,0,0,0,3,0
2-Seam Fastball,92.4,8,S,R,1,1,0,0,3,0
2-Seam Fastball,92.5,14,B,R,2,1,0,0,3,0
2-Seam Fastball,92.5,11,S,R,2,2,0,0,3,0
2-Seam Fastball,92.7,8,S,R,0,0,0,1,3,0
Changeup,92.3,8,S,R,0,1,0,1,3,0
Cutter,84.8,14,B,R,1,1,0,1,3,0
2-Seam Fastball,91.9,12,B,R,2,1,0,1,3,0
2-Seam Fastball,92.5,5,X,R,0,0,0,2,3,0
Slider,93,7,S,R,0,1,0,2,3,0
2-Seam Fastball,86.3,12,B,R,1,1,0,2,3,0
2-Seam Fastball,92.9,1,X,L,0,0,0,0,4,0
Changeup,92,7,S,L,0,1,0,0,4,0
Changeup,84.6,14,B,L,1,1,0,0,4,0
Slider,82.7,5,X,L,0,0,0,1,4,0
Slider,84.7,11,B,L,1,0,0,1,4,0
2-Seam Fastball,84.7,4,S,L,1,1,0,1,4,0
2-Seam Fastball,92.5,13,B,L,2,1,0,1,4,0
2-Seam Fastball,93.2,5,X,L,0,0,1,1,4,0
Cutter,92.4,11,S,L,0,1,1,1,4,0
2-Seam Fastball,91.7,6,S,L,0,2,1,1,4,0
Cutter,93.5,14,B,L,1,2,1,1,4,0
2-Seam Fastball,91.8,11,B,L,2,2,1,1,4,0
Slider,92.4,13,S,L,2,2,1,1,4,0
Slider,86.3,14,B,L,3,2,1,1,4,0
2-Seam Fastball,85.7,13,S,L,3,2,1,1,4,0
2-Seam Fastball,93.6,14,B,L,0,0,1,1,4,0
Cutter,92.9,7,S,L,0,1,1,1,4,0
Cutter,91.7,2,S,L,0,2,1,1,4,0
2-Seam Fastball,92.3,12,B,L,1,2,1,1,4,0
2-Seam Fastball,93.2,5,X,R,0,0,1,1,4,-1
Cutter,92.9,8,S,R,0,1,1,1,4,-1
2-Seam Fastball,90.5,12,B,R,1,1,1,1,4,-1
Slider,92.3,13,B,R,2,1,1,1,4,-1
2-Seam Fastball,86,14,B,R,3,1,1,1,4,-1
2-Seam Fastball,92.6,5,S,R,3,2,1,1,4,-1
Cutter,93.2,1,S,R,3,2,1,1,4,-1
Slider,91.8,9,X,R,0,0,1,1,4,-2
Slider,86.3,9,S,R,0,1,1,1,4,-2
2-Seam Fastball,87.8,14,B,R,1,1,1,1,4,-2
Slider,92.1,13,X,R,0,0,0,1,4,-5
Changeup,85.9,8,S,R,0,1,0,1,4,-5
Slider,85.3,3,S,R,0,2,0,1,4,-5
2-Seam Fastball,86.5,12,B,R,1,2,0,1,4,-5
Changeup,91.9,7,S,R,0,0,0,2,4,-5
2-Seam Fastball,83,14,S,R,0,1,0,2,4,-5
Slider,92.3,4,X,R,0,0,0,0,5,-5
Slider,85.1,8,S,R,0,1,0,0,5,-5
2-Seam Fastball,85.8,14,S,R,0,2,0,0,5,-5
Changeup,92.4,14,S,L,0,0,0,1,5,-5
Changeup,82.7,14,B,L,1,0,0,1,5,-5
Slider,83.3,8,X,L,0,0,0,2,5,-5
Slider,84.2,14,S,L,0,1,0,2,5,-5
Cutter,85.6,13,B,L,1,1,0,2,5,-5
Slider,90.8,11,B,L,2,1,0,2,5,-5
2-Seam Fastball,84.4,13,B,L,3,1,0,2,5,-5
2-Seam Fastball,92.2,13,B,L,0,0,1,2,5,-5
Cutter,92.8,14,B,L,1,0,1,2,5,-5
2-Seam Fastball,91,9,S,L,1,1,1,2,5,-5
Changeup,91.9,5,S,L,1,2,1,2,5,-5
Cutter,83.4,14,S,L,1,2,1,2,5,-5
Slider,92.2,11,B,L,2,2,1,2,5,-5
Slider,87.1,14,S,L,2,2,1,2,5,-5
Cutter,85.7,14,X,L,0,0,0,0,6,-4
Cutter,88.6,11,B,L,1,0,0,0,6,-4
Changeup,90.6,14,S,L,1,1,0,0,6,-4
Slider,82.4,8,X,R,0,0,0,0,6,-5
2-Seam Fastball,86.3,12,S,R,0,1,0,0,6,-5
Slider,92.9,14,B,R,1,1,0,0,6,-5
2-Seam Fastball,85.7,5,X,R,0,0,0,1,6,-5
Changeup,91.9,8,S,R,0,1,0,1,6,-5
Cutter,85.3,14,B,R,1,1,0,1,6,-5
Slider,92,14,B,R,2,1,0,1,6,-5
Slider,86.8,14,S,R,2,2,0,1,6,-5
Slider,86.3,14,X,R,0,0,0,2,6,-5
Slider,85.2,14,B,R,1,0,0,2,6,-5
2-Seam Fastball,85.4,14,B,R,2,0,0,2,6,-5
2-Seam Fastball,91.6,7,S,R,2,1,0,2,6,-5
2-Seam Fastball,92,11,B,R,3,1,0,2,6,-5
2-Seam Fastball,92,5,X,L,0,0,0,0,1,0
Cutter,93.3,11,S,L,0,1,0,0,1,0
2-Seam Fastball,89.4,11,B,L,1,1,0,0,1,0
Slider,93.1,5,S,L,1,2,0,0,1,0
2-Seam Fastball,88,14,X,L,0,0,0,1,1,0
2-Seam Fastball,92.8,8,S,L,0,1,0,1,1,0
Cutter,93.2,4,S,L,0,2,0,1,1,0
Slider,89.8,11,B,L,1,2,0,1,1,0
Cutter,87,4,X,R,0,0,1,1,1,0
Slider,90.2,12,B,R,1,0,1,1,1,0
Cutter,87.2,5,S,R,1,1,1,1,1,0
2-Seam Fastball,89.6,11,B,R,2,1,1,1,1,0
Slider,92.4,9,S,R,2,2,1,1,1,0
2-Seam Fastball,87.1,9,X,L,0,0,1,2,1,0
Cutter,93.2,9,S,L,0,1,1,2,1,0
Cutter,91.3,3,B,L,1,1,1,2,1,0
2-Seam Fastball,90.8,2,B,L,2,1,1,2,1,0
2-Seam Fastball,91.5,8,S,L,2,2,1,2,1,0
2-Seam Fastball,92.4,14,B,L,3,2,1,2,1,0
2-Seam Fastball,93.4,8,S,L,3,2,1,2,1,0
Curveball,93.1,4,S,R,0,0,0,0,2,1
Cutter,73.4,6,S,R,0,1,0,0,2,1
2-Seam Fastball,91.8,12,B,R,1,1,0,0,2,1
2-Seam Fastball,92.8,14,B,R,2,1,0,0,2,1
Slider,92.7,5,S,R,2,2,0,0,2,1
2-Seam Fastball,88.3,2,X,L,0,0,1,0,2,1
2-Seam Fastball,93.3,13,B,L,1,0,1,0,2,1
Curveball,93.1,7,X,L,0,0,0,2,2,1
2-Seam Fastball,76.9,14,B,L,1,0,0,2,2,1
2-Seam Fastball,94.4,14,B,L,2,0,0,2,2,1
Slider,92.9,1,X,L,0,0,0,0,3,2
Slider,84.9,11,B,L,1,0,0,0,3,2
Cutter,84.8,14,S,L,1,1,0,0,3,2
Slider,91.6,11,B,L,2,1,0,0,3,2
Cutter,83.7,7,S,L,2,2,0,0,3,2
Slider,91.7,3,B,L,3,2,0,0,3,2
Slider,83.9,5,X,R,0,0,0,1,3,2
Cutter,84.2,9,S,R,0,1,0,1,3,2
2-Seam Fastball,91.7,14,B,R,1,1,0,1,3,2
2-Seam Fastball,92.1,11,B,R,2,1,0,1,3,2
2-Seam Fastball,93.2,5,S,R,2,2,0,1,3,2
2-Seam Fastball,93.3,14,B,R,3,2,0,1,3,2
Cutter,92.6,5,X,L,0,0,1,1,3,2
Cutter,92,3,S,L,0,1,1,1,3,2
Cutter,92.1,14,S,L,0,2,1,1,3,2
4-Seam Fastball,92,14,S,L,0,2,1,1,3,2
Cutter,93.6,11,B,L,1,2,1,1,3,2
2-Seam Fastball,91.6,9,B,L,2,2,1,1,3,2
Cutter,92.5,14,B,L,3,2,1,1,3,2
2-Seam Fastball,91.8,9,S,L,0,0,1,2,3,2
Changeup,93.2,14,B,L,1,0,1,2,3,2
Cutter,89,8,X,R,0,0,1,2,3,1
Slider,91.4,12,S,R,0,1,1,2,3,1
2-Seam Fastball,84.8,14,X,L,0,0,0,0,4,1
2-Seam Fastball,92.4,11,B,L,1,0,0,0,4,1
Cutter,90.8,13,B,L,2,0,0,0,4,1
2-Seam Fastball,90.8,2,S,L,2,1,0,0,4,1
Cutter,92.1,5,S,L,2,2,0,0,4,1
2-Seam Fastball,90.9,3,X,R,0,0,0,1,4,1
2-Seam Fastball,93.5,14,B,R,1,0,0,1,4,1
Cutter,93.1,9,S,R,1,1,0,1,4,1
Slider,91.9,2,S,R,1,2,0,1,4,1
2-Seam Fastball,87.4,14,X,L,0,0,0,2,4,1
2-Seam Fastball,93.2,8,X,L,0,0,1,2,4,1
Cutter,92.7,8,S,L,0,1,1,2,4,1
Cutter,91.6,11,S,L,0,2,1,2,4,1
Slider,91.3,11,B,L,1,2,1,2,4,1
Cutter,85.7,4,S,L,0,0,0,0,5,1
2-Seam Fastball,91.7,3,X,R,0,0,1,0,5,1
2-Seam Fastball,92.7,14,B,R,1,0,1,0,5,1
2-Seam Fastball,92.8,14,B,R,2,0,1,0,5,1
2-Seam Fastball,93.5,14,S,R,2,1,1,0,5,1
2-Seam Fastball,92.4,13,B,R,3,1,1,0,5,1
2-Seam Fastball,92.8,2,S,R,3,2,1,0,5,1
2-Seam Fastball,93.4,1,X,L,0,0,1,1,5,1
2-Seam Fastball,93,14,B,L,1,0,1,1,5,1
2-Seam Fastball,92.6,7,X,L,0,0,1,2,5,1
4-Seam Fastball,93.1,7,X,R,0,0,1,2,5,0
Cutter,93.6,14,B,R,1,0,1,2,5,0
Slider,92.7,14,B,R,2,0,1,2,5,0
Slider,87.2,9,S,R,2,1,1,2,5,0
Slider,87.2,9,S,R,2,2,1,2,5,0
Slider,86.5,9,S,R,2,2,1,2,5,0
Cutter,86.9,14,S,R,2,2,1,2,5,0
Slider,91.4,12,B,R,3,2,1,2,5,0
Slider,84.6,2,S,R,3,2,1,2,5,0
2-Seam Fastball,85.5,14,X,L,0,0,1,2,5,0
2-Seam Fastball,91.1,7,S,L,0,1,1,2,5,0
2-Seam Fastball,92.9,14,B,L,1,1,1,2,5,0
Changeup,91.6,8,S,L,1,2,1,2,5,0
2-Seam Fastball,86.2,11,B,L,2,2,1,2,5,0
2-Seam Fastball,92.8,9,S,R,0,0,0,0,6,7
Slider,90.7,7,S,R,0,1,0,0,6,7
Slider,84.4,14,S,R,0,2,0,0,6,7
Cutter,85.3,14,B,R,1,2,0,0,6,7
Slider,91,3,B,R,2,2,0,0,6,7
2-Seam Fastball,84,14,B,R,3,2,0,0,6,7
2-Seam Fastball,91.9,9,X,L,0,0,0,1,6,7
2-Seam Fastball,90.8,1,S,L,0,1,0,1,6,7
Slider,91.4,13,S,L,0,2,0,1,6,7
Cutter,84,14,B,L,1,2,0,1,6,7
Slider,90.5,11,B,L,2,2,0,1,6,7
2-Seam Fastball,83.3,14,B,L,3,2,0,1,6,7
2-Seam Fastball,91.5,4,S,L,3,2,0,1,6,7
2-Seam Fastball,91.9,14,S,L,0,0,0,2,6,7
